주택관리번호,공고번호,주택명,주택구분코드,주택구분코드명,주택상세구분코드,주택상세구분코드명,분양구분코드,분양구분코드명,공급지역코드,공급지역명,공급위치우편번호,공급위치,공급규모,모집공고일,청약접수시작일,청약접수종료일,특별공급접수시작일,특별공급접수종료일,해당지역1순위접수시작일,해당지역1순위접수종료일,경기지역1순위접수시작일,경기지역1순위접수종료일,기타지역1순위접수시작일,기타지역1순위접수종료일,해당지역2순위접수시작일,해당지역2순위접수종료일,경기지역2순위접수시작일,경기지역2순위접수종료일,기타지역2순위접수시작일,기타지역2순위접수종료일,당첨자발표일,계약시작일,계약종료일,홈페이지주소,건설업체명_시공사,문의처,사업주체명_시행사,입주예정월,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구,모집공고홈페이지주소,주택형,공급세대수,순위,거주지역,접수건수,경쟁률,최저당첨가점,최고당첨가점,평균당첨가점,정제된주택명,공급위치 by 주택명
2024000706,2024000706,의왕 월암지구 대방 디에트르 레이크파크,1,APT,1,민영,0,분양주택,410,경기,16107,경기도 의왕시 월암동 공공주택지구 B2블록(경기도 의왕시 월암동 219-3일원),702,2024-12-20,2024-12-30,2025-01-02,2024-12-30,2024-12-30,2024-12-31,2024-12-31,,,2024-12-31,2024-12-31,2025-01-02,2025-01-02,,,2025-01-02,2025-01-02,2025-01-08,2025-01-19,2025-01-21,http://www.detre-wa.co.kr,대방건설(주),16885800,디비건설(주),202712,N,N,Y,N,Y,N,Y,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000706&pblancNo=2024000706,075.9493A,24,1순위,해당지역,13,(△11),0,0,0,경기 의왕 월암지구 대방 디에트르 레이크파크,
2024000718,2024000718,더샵 퍼스트월드,1,APT,1,민영,0,분양주택,100,서울,2151,서울특별시 중랑구 상봉동 83-1번지 일원,800,2024-12-13,2024-12-24,2024-12-27,2024-12-24,2024-12-24,2024-12-26,2024-12-26,,,2024-12-26,2024-12-26,2024-12-27,2024-12-27,,,2024-12-27,2024-12-27,2025-01-03,2025-01-14,2025-01-16,https://www.더샵퍼스트월드.kr/,(주)포스코이앤씨,15999997,우리자산신탁 주식회사,202908,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000718&pblancNo=2024000718,039.9450A,10,1순위,해당지역,132,13.20,55,81,64.5,서울 더샵 퍼스트월드,서울 중랑구 상봉동 83-1
2024000712,2024000712,의정부역 다채로움,1,APT,1,민영,0,분양주택,410,경기,11698,경기도 의정부시 의정부동 94-8,92,2024-12-13,2024-12-23,2024-12-26,2024-12-23,2024-12-23,2024-12-24,2024-12-24,,,2024-12-24,2024-12-24,2024-12-26,2024-12-26,,,2024-12-26,2024-12-26,2025-01-02,2025-01-13,2025-01-15,https://uijeongbu-dachaeroum.co.kr,주식회사 부성종합건설,15339848,교보자산신탁(주),202503,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000712&pblancNo=2024000712,084.3216A,33,1순위,해당지역,2,(△31),-,-,-,경기 의정부역 다채로움,경기 의정부시 의정부동 94-8
2024000660,2024000660,덕소역 라온프라이빗 리버포레,1,APT,1,민영,0,분양주택,410,경기,12214,경기도 남양주시 와부읍 덕소리 453-15 일원,348,2024-12-06,2024-12-16,2024-12-18,2024-12-16,2024-12-16,2024-12-17,2024-12-17,,,2024-12-17,2024-12-17,2024-12-18,2024-12-18,,,2024-12-18,2024-12-18,2024-12-24,2025-01-06,2025-01-08,https://www.ds2-raon.com/,라온건설주식회사,18002120,덕소2구역주택재개발정비사업조합,202803,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000660&pblancNo=2024000660,059.9076A,9,1순위,해당지역,27,3.00,50,59,54,경기 덕소역 라온프라이빗 리버포레,경기 남양주시 와부읍 덕소리 453-15
2024000664,2024000664,평택 고덕국제신도시 A50블록 미래도 파밀리에(본청약),1,APT,1,민영,0,분양주택,410,경기,18023,경기도 평택시 고덕동 고덕국제화지구 A-50BL,461,2024-12-06,2024-12-16,2024-12-18,2024-12-16,2024-12-16,2024-12-17,2024-12-17,2024-12-17,2024-12-17,2024-12-17,2024-12-17,2024-12-18,2024-12-18,2024-12-18,2024-12-18,2024-12-18,2024-12-18,2024-12-24,2025-01-06,2025-01-08,http://www.고덕미래도파밀리에.kr,"(주)모아종합건설,신동아건설(주)",15554100,"(주)모아종합건설,신동아건설(주)",202509,N,N,Y,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000664&pblancNo=2024000664,084.9508A,80,1순위,해당지역,358,14.92,45,62,53,경기 평택 고덕국제신도시 미래도 파밀리에,경기 평택시 고덕동 산 510-652
2024000695,2024000695,브레인시티 푸르지오,1,APT,1,민영,0,분양주택,410,경기,17723,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동3블럭,1990,2024-12-06,2024-12-16,2024-12-18,2024-12-16,2024-12-16,2024-12-17,2024-12-17,2024-12-17,2024-12-17,2024-12-17,2024-12-17,2024-12-18,2024-12-18,2024-12-18,2024-12-18,2024-12-18,2024-12-18,2024-12-26,2025-01-06,2025-01-08,https://www.prugio.com/hc/2024/braincity,"중흥토건(주),(주)대우건설",15330364,(주)평택브레인시티3피에프브이,202804,N,N,Y,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000695&pblancNo=2024000695,059.9866A,68,1순위,해당지역,37,1.85,-,-,-,경기 브레인시티 푸르지오,경기 평택시 죽백동 734-3
2024000701,2024000701,곤지암역 센트럴 아이파크,1,APT,1,민영,0,분양주택,410,경기,12801,경기도 광주시 곤지암읍 곤지암리 637번지,347,2024-12-06,2024-12-16,2024-12-18,2024-12-16,2024-12-16,2024-12-17,2024-12-17,,,2024-12-17,2024-12-17,2024-12-18,2024-12-18,,,2024-12-18,2024-12-18,2024-12-26,2025-01-07,2025-01-09,https://www.i-park.com/gonjiamstation,에이치디씨현대산업개발 주식회사,16008088,에이치디씨현대산업개발 주식회사,202705,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000701&pblancNo=2024000701,084.9728A,261,1순위,해당지역,49,(△212),-,-,-,경기 곤지암역 센트럴 아이파크,경기 광주시 곤지암읍 곤지암리 637
2024000702,2024000702,평택 브레인시티 수자인,1,APT,1,민영,0,분양주택,410,경기,17742,경기도 평택시 평택브레인시티 일반산업단지 공동 8BL,889,2024-12-06,2024-12-16,2024-12-18,2024-12-16,2024-12-16,2024-12-17,2024-12-17,2024-12-17,2024-12-17,2024-12-17,2024-12-17,2024-12-18,2024-12-18,2024-12-18,2024-12-18,2024-12-18,2024-12-18,2024-12-27,2025-01-06,2025-01-08,https://www.sujain-br.co.kr/,(주)한양,0316570889,주식회사 비에스산업,202712,N,N,Y,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000702&pblancNo=2024000702,059.9690,217,1순위,해당지역,12,(△53),-,-,-,경기 평택 브레인시티 수자인,경기 평택시 장안동 18-20
2024000692,2024000692,창경궁 롯데캐슬 시그니처,1,APT,1,민영,0,분양주택,100,서울,2864,서울특별시 성북구 삼선동2가 296번지 일원,509,2024-11-28,2024-12-09,2024-12-11,2024-12-09,2024-12-09,2024-12-10,2024-12-10,,,2024-12-10,2024-12-10,2024-12-11,2024-12-11,,,2024-12-11,2024-12-11,2024-12-17,2024-12-28,2024-12-30,https://www.lottecastle.co.kr/,롯데건설(주),029283459,삼선제5주택재개발정비사업조합,202704,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000692&pblancNo=2024000692,059.8424A,35,1순위,해당지역,660,18.86,57,69,60.93,서울 창경궁 롯데캐슬 시그니처,서울 성북구 삼선동2가 296
2024000671,2024000671,e편한세상 동인천 베이프런트,1,APT,1,민영,0,분양주택,400,인천,22323,인천광역시 중구 사동 23-4번지 일원,492,2024-11-28,2024-12-09,2024-12-11,2024-12-09,2024-12-09,2024-12-10,2024-12-10,,,2024-12-10,2024-12-10,2024-12-11,2024-12-11,,,2024-12-11,2024-12-11,2024-12-18,2025-01-02,2025-01-04,https://www.dlcon-apt.co.kr/danji/240006/index.html#/sales/,디엘건설 주식회사,0327770579,인천여상주변재개발정비사업조합,202804,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000671&pblancNo=2024000671,059.9028A,50,1순위,해당지역,36,(△14),-,-,-,인천 e편한세상 동인천 베이프런트,인천 중구 사동 23-4
2024000672,2024000672,아크로 리츠카운티,1,APT,1,민영,0,분양주택,100,서울,6705,서울특별시 서초구 방배동 1018-1번지 일원,140,2024-11-26,2024-12-09,2024-12-12,2024-12-09,2024-12-09,2024-12-10,2024-12-10,,,2024-12-11,2024-12-11,2024-12-12,2024-12-12,,,2024-12-12,2024-12-12,2024-12-18,2024-12-29,2024-12-31,https://www.acro.co.kr,디엘이앤씨(주),025750140,방배삼익아파트 주택재건축정비사업조합,202710,Y,Y,Y,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000672&pblancNo=2024000672,044.9400,9,1순위,해당지역,"1,582",175.78,69,69,69,서울 아크로 리츠카운티,서울 서초구 방배동 1018-1
2024000688,2024000688,힐스테이트 등촌역,1,APT,1,민영,0,분양주택,100,서울,7667,서울특별시 강서구 등촌동 366-24번지 일원,274,2024-11-25,2024-12-05,2024-12-09,2024-12-05,2024-12-05,2024-12-06,2024-12-06,,,2024-12-06,2024-12-06,2024-12-09,2024-12-09,,,2024-12-09,2024-12-09,2024-12-13,2024-12-26,2024-12-28,https://hillstate.co.kr/s/deungchon,현대건설 주식회사,0226523660,등촌1구역주택재건축정비사업조합,202610,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000688&pblancNo=2024000688,059.5700A,45,1순위,해당지역,"2,319",51.53,63,69,66.33,서울 힐스테이트 등촌역,서울 강서구 등촌동 366-24
2024000546,2024000546,한신더휴 하이엔에듀포레,1,APT,1,민영,0,분양주택,100,서울,8575,서울특별시 금천구 시흥동 220-2외 5필지,78,2024-11-22,2024-12-02,2024-12-04,2024-12-02,2024-12-02,2024-12-03,2024-12-03,,,2024-12-03,2024-12-03,2024-12-04,2024-12-04,,,2024-12-04,2024-12-04,2024-12-11,2024-12-23,2024-12-25,http://gc-thehue.com,한신공영(주),15778745,(주)무궁화신탁,202707,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000546&pblancNo=2024000546,045.9900,8,1순위,해당지역,55,6.88,53,57,54,서울 한신더휴 하이엔에듀포레,서울 금천구 시흥동 220-2
2024000675,2024000675,인하대역 푸르지오 에듀포레,1,APT,1,민영,0,분양주택,400,인천,22211,인천광역시 미추홀구 학익동 321번지 일원,689,2024-11-22,2024-12-02,2024-12-04,2024-12-02,2024-12-02,2024-12-03,2024-12-03,,,2024-12-03,2024-12-03,2024-12-04,2024-12-04,,,2024-12-04,2024-12-04,2024-12-10,2024-12-23,2024-12-26,https://www.인하대역푸르지오.com/,(주)대우건설,18000332,학익3구역주택재개발정비사업조합,202803,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000675&pblancNo=2024000675,037.8900,50,1순위,해당지역,9,(△41),-,-,-,인천 인하대역 푸르지오 에듀포레,인천 미추홀구 학익동 321-35
2024000649,2024000649,화성 비봉지구 B1블록 금성백조 예미지2차,1,APT,1,민영,0,분양주택,410,경기,18283,경기도 화성시 화성비봉 공공택지지구 B-1블록,530,2024-11-15,2024-11-25,2024-11-27,2024-11-25,2024-11-25,2024-11-26,2024-11-26,2024-11-26,2024-11-26,2024-11-26,2024-11-26,2024-11-27,2024-11-27,2024-11-27,2024-11-27,2024-11-27,2024-11-27,2024-12-03,2024-12-16,2024-12-19,https://bb2-yemizi.com/,(주)금성백조건설 (주)대승글로벌,18997642,(주)금성백조건설,202710,N,N,Y,N,Y,Y,Y,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000649&pblancNo=2024000649,075.9937,184,1순위,해당지역,49,(△6),-,-,-,경기 화성 비봉지구 금성백조 예미지2차,경기 화성시 비봉면 삼화리 244
2024000619,2024000619,더 플래티넘 스카이헤론,1,APT,1,민영,0,분양주택,410,경기,17893,경기도 평택시 통복동 108-3번지 일원,784,2024-11-15,2024-11-25,2024-11-27,2024-11-25,2024-11-25,2024-11-26,2024-11-26,,,2024-11-26,2024-11-26,2024-11-27,2024-11-27,,,2024-11-27,2024-11-27,2024-12-04,2024-12-16,2024-12-18,http://더플래티넘스카이헤론.com,쌍용건설(주),0316551211,교보자산신탁(주),202806,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000619&pblancNo=2024000619,084.2100A,477,1순위,해당지역,39,(△438),-,-,-,경기 더 플래티넘 스카이헤론,경기 평택시 통복동 108-3
2024000659,2024000659,서울원 아이파크,1,APT,1,민영,0,분양주택,100,서울,1910,서울특별시 노원구 월계동 85-7번지 일대,1856,2024-11-15,2024-11-25,2024-11-27,2024-11-25,2024-11-25,2024-11-26,2024-11-26,,,2024-11-26,2024-11-26,2024-11-27,2024-11-27,,,2024-11-27,2024-11-27,2024-12-04,2024-12-16,2024-12-19,https://seoulone-ipark.co.kr/,에이치디씨현대산업개발 주식회사,025683032,에이치디씨현대산업개발 주식회사,202807,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000659&pblancNo=2024000659,059.8281A,19,1순위,해당지역,"4,054",213.37,66,69,68,서울 서울원 아이파크,서울 노원구 월계동 85
2024000679,2024000679,e편한세상 당산 리버파크,1,APT,1,민영,0,분양주택,100,서울,7219,서울특별시 영등포구 당산동4가 91번지 일대,111,2024-11-14,2024-11-25,2024-11-27,2024-11-25,2024-11-25,2024-11-26,2024-11-26,,,2024-11-26,2024-11-26,2024-11-27,2024-11-27,,,2024-11-27,2024-11-27,2024-12-03,2024-12-16,2024-12-18,https://www.elife.co.kr/Posm_list01.action?commonMap.CD_BIZ_LND=200160,DL이앤씨(주),18992291,유원제일1차아파트 주택재건축정비사업조합,202803,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000679&pblancNo=2024000679,051.4060A,28,1순위,해당지역,"8,235",294.11,67,71,68.5,서울 e편한세상 당산 리버파크,서울 영등포구 당산동4가 91
2024000668,2024000668,평촌자이 퍼스니티,1,APT,1,민영,0,분양주택,410,경기,13918,경기도 안양시 동안구 비산3동 354-10번지,570,2024-11-14,2024-11-25,2024-11-27,2024-11-25,2024-11-25,2024-11-26,2024-11-26,,,2024-11-26,2024-11-26,2024-11-27,2024-11-27,,,2024-11-27,2024-11-27,2024-12-04,2024-12-16,2024-12-18,https://www.xi.co.kr/pchxi,지에스건설주식회사,18334723,뉴타운맨션삼호아파트지구주택재건축정비사업조합,202712,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000668&pblancNo=2024000668,053.9578,14,1순위,해당지역,70,5.00,52,63,56,경기 평촌자이 퍼스니티,경기 안양시 동안구 비산동 354-10
2024000601,2024000601,군포대야미 대방 디에트르 시그니처(B3BL),1,APT,1,민영,0,분양주택,410,경기,15891,경기도 군포시 군포대야미 공공주택지구 B3블럭(경기도 군포시 둔대동 57번지 일원),568,2024-11-08,2024-11-18,2024-11-20,2024-11-18,2024-11-18,2024-11-19,2024-11-19,,,2024-11-19,2024-11-19,2024-11-20,2024-11-20,,,2024-11-20,2024-11-20,2024-11-28,2024-12-09,2024-12-11,http://www.detre-gp.co.kr/,대방건설(주),16885006,대방건설(주)외1,202712,N,N,Y,N,Y,N,Y,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000601&pblancNo=2024000601,084.9982A,159,1순위,해당지역,749,4.71,47,74,57.96,경기 군포대야미 대방 디에트르 시그니처,경기 군포시 둔대동 57
2024000563,2024000563,아크로 베스티뉴,1,APT,1,민영,0,분양주택,410,경기,14077,경기도 안양시 동안구 호계동 915번지 일원,391,2024-11-07,2024-11-18,2024-11-20,2024-11-18,2024-11-18,2024-11-19,2024-11-19,,,2024-11-19,2024-11-19,2024-11-20,2024-11-20,,,2024-11-20,2024-11-20,2024-11-27,2024-12-09,2024-12-11,https://www.acro.co.kr,디엘이앤씨 주식회사,0313447600,호계온천주변지구 재개발정비사업조합,202503,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000563&pblancNo=2024000563,039.5844,10,1순위,해당지역,47,4.70,49,55,51.75,경기 아크로 베스티뉴,경기 안양시 동안구 호계동 915
